YEAR,QUARTER,MONTH,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,CANCELLED,CANCELLATION_CODE,WEATHER_DELAY
2022,1,1,1/6/2022 12:00:00 AM,AS,N566AS,123,SEA,FAI,1550,1614,24.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N566AS,150,ANC,LAX,2355,0007,12.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N566AS,72,FAI,ANC,1940,2003,23.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N577AS,223,SEA,FAI,2240,2337,57.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N581AS,52,ANC,SCC,1545,,,1.00,A,
2022,1,1,1/6/2022 12:00:00 AM,AS,N581AS,538,SCC,ANC,1820,,,1.00,A,
2022,1,1,1/6/2022 12:00:00 AM,AS,N581AS,621,ANC,FAI,1145,,,1.00,A,
2022,1,1,1/6/2022 12:00:00 AM,AS,N581AS,625,FAI,ANC,1345,,,1.00,A,
2022,1,1,1/6/2022 12:00:00 AM,AS,N581AS,89,SEA,ANC,1430,1439,9.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N581AS,90,ANC,SEA,0900,0853,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N597AS,43,ANC,BET,1045,1202,77.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N597AS,44,BET,ANC,1257,1448,111.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N597AS,828,ANC,HNL,1630,1701,31.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N597AS,871,HNL,ANC,2250,2256,6.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N609AS,120,ANC,ADQ,1725,2214,289.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N609AS,60,JNU,KTN,0712,0711,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N609AS,60,KTN,SEA,0909,0920,11.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N609AS,65,JNU,ANC,1434,1923,289.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N609AS,65,KTN,WRG,1015,1600,345.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N609AS,65,PSG,JNU,1301,1759,298.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N609AS,65,SEA,KTN,0816,1424,368.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N609AS,65,WRG,PSG,1149,1710,321.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N611AS,151,ANC,OME,0955,0941,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N611AS,152,OME,ANC,1217,1200,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N611AS,50,BRW,ANC,1719,1749,30.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N611AS,51,ANC,BRW,1435,1434,0.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N611AS,73,JNU,ANC,0732,,,1.00,A,
2022,1,1,1/6/2022 12:00:00 AM,AS,N611AS,73,SIT,JNU,0600,,,1.00,A,
2022,1,1,1/6/2022 12:00:00 AM,AS,N612AS,154,OTZ,ANC,1132,1124,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N612AS,165,ANC,OTZ,0905,0901,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N612AS,70,ANC,JNU,1935,1949,14.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N612AS,70,JNU,SIT,2203,2206,3.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N613AS,10,ADQ,ANC,0700,,,1.00,A,
2022,1,1,1/6/2022 12:00:00 AM,AS,N613AS,1248,ANC,ADQ,1005,1001,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N613AS,1249,ADQ,ANC,1200,1147,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N613AS,66,ANC,CDV,1345,1350,5.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N613AS,66,CDV,YAK,1527,1536,9.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N613AS,66,JNU,SEA,1849,1854,5.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N613AS,66,YAK,JNU,1706,1652,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N615AS,153,ANC,OME,1536,1623,47.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N615AS,153,OME,OTZ,1759,1821,22.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N615AS,153,OTZ,ANC,1932,1947,15.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N615AS,61,CDV,ANC,1355,1427,32.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N615AS,61,JNU,YAK,1024,1115,51.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N615AS,61,SEA,JNU,0755,0826,31.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N615AS,61,YAK,CDV,1212,1255,43.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N619AS,54,SCC,ANC,0820,,,1.00,A,
2022,1,1,1/6/2022 12:00:00 AM,AS,N619AS,55,ANC,SCC,0545,,,1.00,A,
2022,1,1,1/6/2022 12:00:00 AM,AS,N619AS,64,ANC,JNU,1100,,,1.00,A,
2022,1,1,1/6/2022 12:00:00 AM,AS,N619AS,64,JNU,PSG,1330,1314,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N619AS,64,KTN,SEA,1742,1722,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N619AS,64,PSG,WRG,1505,1439,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N619AS,64,WRG,KTN,1619,1559,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N622AS,67,JNU,ANC,2048,2038,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N622AS,67,KTN,SIT,1733,,,1.00,A,
2022,1,1,1/6/2022 12:00:00 AM,AS,N622AS,67,SEA,KTN,1540,,,1.00,A,
2022,1,1,1/6/2022 12:00:00 AM,AS,N622AS,67,SIT,JNU,1918,,,1.00,A,
2022,1,1,1/6/2022 12:00:00 AM,AS,N644AS,62,ANC,JNU,0750,0755,5.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N644AS,62,JNU,SIT,1020,1042,22.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N644AS,62,KTN,SEA,1332,1345,13.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N644AS,62,SIT,KTN,1153,1205,12.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N644AS,69,KTN,JNU,2024,2023,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N644AS,69,SEA,KTN,1830,1850,20.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N915AK,254,LAS,ANC,1620,1741,81.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N918AK,116,ANC,SEA,1515,1539,24.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N918AK,121,ANC,SEA,0255,0352,57.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N918AK,143,SEA,ANC,1130,1206,36.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N919AK,109,SEA,ANC,1610,1654,44.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N919AK,161,ANC,LAS,2359,0044,45.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N919AK,83,SEA,ANC,0600,0619,19.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N919AK,88,ANC,SEA,1015,1013,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N920AK,94,ANC,SEA,0500,0503,3.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,AS,N926AK,81,SEA,ANC,2255,0112,137.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N929AK,114,ANC,SEA,0150,,,1.00,A,
2022,1,1,1/6/2022 12:00:00 AM,AS,N931AK,85,SEA,ANC,0830,0900,30.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,AS,N931AK,92,ANC,SEA,1220,1251,31.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,DL,N101DU,1220,SEA,FAI,2153,2154,1.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,DL,N118DU,2305,FAI,SEA,0155,0155,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,DL,N3732J,1382,ANC,SEA,0140,0135,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,DL,N3760C,1359,ANC,SEA,0600,0558,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,DL,N3760C,2471,ANC,SEA,1600,1554,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,DL,N3760C,2471,SEA,ANC,1142,1200,18.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,DL,N376DA,2298,ANC,SLC,0030,0031,1.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,DL,N384DA,2658,SEA,ANC,1757,1806,9.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,DL,N389DA,2457,SEA,ANC,2135,2210,35.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,DL,N396DA,2962,SLC,ANC,2244,2259,15.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,DL,N839DN,1265,ANC,MSP,2225,2246,21.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,DL,N839DN,2236,MSP,ANC,1807,1824,17.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,QX,N627QX,2102,ANC,AKN,1030,1039,9.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,QX,N627QX,2134,AKN,ANC,1240,1229,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,QX,N627QX,2149,ANC,FAI,1910,1909,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,QX,N627QX,2174,FAI,ANC,2050,2051,1.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,QX,N627QX,2198,ANC,FAI,1445,1438,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,QX,N627QX,2201,FAI,ANC,1625,1613,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,QX,N627QX,2285,SEA,ANC,0700,0722,22.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,QX,N641QX,2023,ANC,FAI,0920,0927,7.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,QX,N641QX,2032,FAI,ANC,1100,1100,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,QX,N641QX,2211,ANC,DLG,1250,1300,10.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,QX,N641QX,2232,DLG,ANC,1451,1459,8.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,QX,N641QX,2357,ANC,FAI,0515,0515,0.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,QX,N641QX,2362,FAI,ANC,0700,0701,1.00,0.00,,
2022,1,1,1/6/2022 12:00:00 AM,QX,N641QX,2570,ANC,SEA,1730,1735,5.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,UA,N37508,1959,ANC,DEN,2353,0147,114.00,0.00,,0.00
2022,1,1,1/6/2022 12:00:00 AM,UA,N37508,280,DEN,ANC,1903,2056,113.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N236AK,75,SEA,JNU,1300,,,1.00,A,
2022,1,1,1/7/2022 12:00:00 AM,AS,N237AK,167,SEA,ANC,2330,2354,24.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N253AK,223,SEA,FAI,2240,2258,18.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N266AK,71,SEA,JNU,2150,2232,42.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N270AK,124,FAI,SEA,1515,1505,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N278AK,88,ANC,SEA,1015,1113,58.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N281AK,110,ANC,SEA,0035,0114,39.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N283AK,81,SEA,ANC,2255,0001,66.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N290AK,130,ANC,PDX,0145,0223,38.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N402AS,177,JNU,SEA,1530,1544,14.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N419AS,89,SEA,ANC,1430,1436,6.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N419AS,96,ANC,SEA,1855,1848,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N431AS,176,JNU,SEA,0530,,,1.00,A,
2022,1,1,1/7/2022 12:00:00 AM,AS,N431AS,85,SEA,ANC,0830,0845,15.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N431AS,92,ANC,SEA,1220,1234,14.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N464AS,141,PHX,ANC,1945,1945,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N464AS,90,ANC,SEA,0900,0854,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N468AS,105,SEA,ANC,1815,1905,50.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N468AS,150,ANC,LAX,2355,2348,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N474AS,1465,SEA,FAI,1120,,,1.00,A,
2022,1,1,1/7/2022 12:00:00 AM,AS,N481AS,172,ANC,PHX,2345,0003,18.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N481AS,197,PDX,ANC,1945,1943,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N483AS,111,SEA,ANC,2150,2216,26.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N483AS,114,ANC,SEA,0150,0231,41.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N491AS,193,LAX,ANC,1920,1916,0.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N493AS,94,ANC,SEA,0500,0456,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N495AS,143,SEA,ANC,1130,1142,12.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N495AS,828,ANC,HNL,1630,1630,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N495AS,871,HNL,ANC,2250,2247,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N520AS,101,SEA,ANC,1900,2022,82.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N523AS,132,ANC,FAI,0705,,,1.00,A,
2022,1,1,1/7/2022 12:00:00 AM,AS,N523AS,54,SCC,ANC,0820,1125,185.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N523AS,55,ANC,SCC,0545,0853,188.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N523AS,594,FAI,SEA,0905,,,1.00,A,
2022,1,1,1/7/2022 12:00:00 AM,AS,N548AS,82,ANC,SEA,0600,0600,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N556AS,123,SEA,FAI,1550,1620,30.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N556AS,72,FAI,ANC,1940,2025,45.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N577AS,107,SEA,ANC,2015,2150,95.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N577AS,234,FAI,SEA,0240,0349,69.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N581AS,116,ANC,SEA,1515,1515,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N581AS,154,OTZ,ANC,1132,1159,27.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N581AS,165,ANC,OTZ,0905,0925,20.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N588AS,162,ANC,SEA,0345,0406,21.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N592AS,151,ANC,OME,0955,,,1.00,A,
2022,1,1,1/7/2022 12:00:00 AM,AS,N592AS,152,OME,ANC,1217,,,1.00,A,
2022,1,1,1/7/2022 12:00:00 AM,AS,N592AS,621,ANC,FAI,1205,,,1.00,A,
2022,1,1,1/7/2022 12:00:00 AM,AS,N592AS,622,FAI,ANC,1400,,,1.00,A,
2022,1,1,1/7/2022 12:00:00 AM,AS,N592AS,83,SEA,ANC,0600,0724,84.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N592AS,836,ANC,OGG,1650,1655,5.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N592AS,841,OGG,ANC,2310,2336,26.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N607AS,1248,ANC,ADQ,1005,,,1.00,A,
2022,1,1,1/7/2022 12:00:00 AM,AS,N607AS,1249,ADQ,ANC,1200,,,1.00,A,
2022,1,1,1/7/2022 12:00:00 AM,AS,N609AS,10,ADQ,ANC,0700,1027,207.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N609AS,64,ANC,JNU,1100,1213,73.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N609AS,64,JNU,PSG,1330,1423,53.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N609AS,64,KTN,SEA,1742,1745,3.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N609AS,64,PSG,WRG,1505,1539,34.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N609AS,64,WRG,KTN,1619,1642,23.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N611AS,120,ANC,ADQ,1725,,,1.00,A,
2022,1,1,1/7/2022 12:00:00 AM,AS,N612AS,43,ANC,BET,1045,1041,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N612AS,44,BET,ANC,1257,1258,1.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N612AS,50,BRW,ANC,1719,1743,24.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N612AS,51,ANC,BRW,1435,1458,23.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N612AS,73,JNU,ANC,0732,0723,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N612AS,73,SIT,JNU,0600,0548,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N613AS,153,ANC,OME,1536,1531,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N613AS,153,OME,OTZ,1759,1757,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N613AS,153,OTZ,ANC,1932,1925,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N613AS,45,ANC,BET,1740,,,1.00,A,
2022,1,1,1/7/2022 12:00:00 AM,AS,N613AS,46,BET,ANC,1955,,,1.00,A,
2022,1,1,1/7/2022 12:00:00 AM,AS,N613AS,61,CDV,ANC,1355,1344,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N613AS,61,JNU,YAK,1024,1041,17.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N613AS,61,SEA,JNU,0755,0811,16.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N613AS,61,YAK,CDV,1212,1217,5.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N615AS,66,ANC,CDV,1345,1343,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N615AS,66,CDV,YAK,1527,1519,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N615AS,66,JNU,SEA,1849,1834,0.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N615AS,66,YAK,JNU,1706,1642,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N618AS,67,JNU,ANC,2048,,,1.00,A,
2022,1,1,1/7/2022 12:00:00 AM,AS,N618AS,67,KTN,SIT,1733,1733,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N618AS,67,SEA,KTN,1540,1546,6.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N618AS,67,SIT,JNU,1918,1903,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N619AS,65,JNU,ANC,1434,1449,15.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N619AS,65,KTN,WRG,1015,1048,33.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N619AS,65,PSG,JNU,1301,1317,16.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N619AS,65,SEA,KTN,0816,0903,47.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N619AS,65,WRG,PSG,1149,1219,30.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N619AS,70,ANC,JNU,1935,1929,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N619AS,70,JNU,SIT,2203,2226,23.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N622AS,62,ANC,JNU,0750,0927,97.00,0.00,,97.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N622AS,62,JNU,SIT,1020,1154,94.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N622AS,62,KTN,SEA,1332,1414,42.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N622AS,62,SIT,KTN,1153,1301,68.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N622AS,69,KTN,JNU,2024,2044,20.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N622AS,69,SEA,KTN,1830,1847,17.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N644AS,60,JNU,KTN,0712,0726,14.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N644AS,60,KTN,SEA,0909,0909,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N915AK,102,ANC,SEA,0730,0727,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,AS,N918AK,93,SEA,ANC,1230,1235,5.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N926AK,121,ANC,SEA,0255,0456,121.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,AS,N929AK,109,SEA,ANC,1640,1705,25.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,DL,N101DU,1220,SEA,FAI,2153,2219,26.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,DL,N101DU,2305,FAI,SEA,0155,0157,2.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,DL,N3757D,2457,SEA,ANC,2135,2143,8.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,DL,N3762Y,2658,SEA,ANC,1757,1810,13.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,DL,N3772H,2471,ANC,SEA,1600,1556,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,DL,N3772H,2471,SEA,ANC,1142,1143,1.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,DL,N384DA,2298,ANC,SLC,0030,0026,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,DL,N389DA,1382,ANC,SEA,0140,0138,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,DL,N396DA,1359,ANC,SEA,0600,0558,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,DL,N399DA,2962,SLC,ANC,2244,2249,5.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,DL,N891DN,1265,ANC,MSP,2225,2224,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,DL,N891DN,2236,MSP,ANC,1807,1819,12.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,QX,N622QX,2102,ANC,AKN,1030,1043,13.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,QX,N622QX,2134,AKN,ANC,1240,1233,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,QX,N622QX,2149,ANC,FAI,1910,1934,24.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,QX,N622QX,2174,FAI,ANC,2050,2109,19.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,QX,N622QX,2198,ANC,FAI,1445,1451,6.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,QX,N622QX,2201,FAI,ANC,1625,1638,13.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,QX,N622QX,2285,SEA,ANC,0700,0710,10.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,QX,N627QX,2023,ANC,FAI,0920,0944,24.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,QX,N627QX,2032,FAI,ANC,1100,1133,33.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,QX,N627QX,2211,ANC,DLG,1250,1323,33.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,QX,N627QX,2232,DLG,ANC,1451,1523,32.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,QX,N627QX,2357,ANC,FAI,0515,0558,43.00,0.00,,43.00
2022,1,1,1/7/2022 12:00:00 AM,QX,N627QX,2362,FAI,ANC,0700,0745,45.00,0.00,,0.00
2022,1,1,1/7/2022 12:00:00 AM,QX,N627QX,2570,ANC,SEA,1730,1727,0.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,UA,N86534,1959,ANC,DEN,2353,0031,38.00,0.00,,
2022,1,1,1/7/2022 12:00:00 AM,UA,N86534,280,DEN,ANC,1903,1955,52.00,0.00,,0.00
2022,1,1,1/8/2022 12:00:00 AM,AS,N236AK,81,SEA,ANC,2255,2300,5.00,0.00,,
2022,1,1,1/8/2022 12:00:00 AM,AS,N237AK,162,ANC,SEA,0345,0359,14.00,0.00,,
2022,1,1,1/8/2022 12:00:00 AM,AS,N248AK,124,FAI,SEA,1515,1704,109.00,0.00,,0.00
2022,1,1,1/8/2022 12:00:00 AM,AS,N248AK,1465,SEA,FAI,1120,1251,91.00,0.00,,0.00
2022,1,1,1/8/2022 12:00:00 AM,AS,N248AK,223,SEA,FAI,2240,2239,0.00,0.00,,
2022,1,1,1/8/2022 12:00:00 AM,AS,N253AK,234,FAI,SEA,0240,0309,29.00,0.00,,
